timestamp,EEG,label
0.006753444671630859,342,0
0.008039712905883789,322,0
0.00875711441040039,342,0
0.009217023849487305,322,0
0.009694576263427734,342,0
0.010646581649780273,322,0
0.011196613311767578,342,0
0.011656045913696289,322,0
0.012073040008544922,342,0
0.01242828369140625,322,0
0.01284480094909668,342,0
0.013131856918334961,322,0
0.013640880584716797,342,0
0.014319181442260742,322,0
0.01488494873046875,342,0
0.015166282653808594,322,0
0.015533447265625,342,0
0.016172409057617188,322,0
0.017009735107421875,342,0
0.0172884464263916,322,0
0.01757669448852539,342,0
0.018023252487182617,322,0
0.01840496063232422,342,0
0.01865673065185547,322,0
0.01897716522216797,342,0
0.019492387771606445,322,0
0.023046493530273438,342,0
0.02748584747314453,322,0
0.027902603149414062,342,0
0.028753995895385742,322,0
0.02919745445251465,342,0
0.02947854995727539,322,0
0.029781818389892578,342,0
0.030087947845458984,322,0
0.030327796936035156,342,0
0.030480623245239258,322,0
0.030670642852783203,342,0
0.030812740325927734,322,0
0.03098297119140625,342,0
0.031126022338867188,322,0
0.03126692771911621,342,0
0.031363487243652344,322,0
0.0314791202545166,342,0
0.03159666061401367,322,0
0.03174877166748047,342,0
0.03185558319091797,322,0
0.03203153610229492,342,0
0.03218865394592285,322,0
0.032369375228881836,342,0
0.03251814842224121,322,0
0.03269052505493164,342,0
0.032837629318237305,322,0
0.033249855041503906,342,0
0.033394575119018555,322,0
0.03359580039978027,342,0
0.03374981880187988,322,0
0.03393673896789551,342,0
0.03407001495361328,322,0
0.034221649169921875,342,0
0.03435993194580078,322,0
0.03448772430419922,342,0
0.0346376895904541,322,0
0.034769535064697266,342,0
0.034888267517089844,322,0
0.035053253173828125,342,0
0.0351715087890625,322,0
0.03533124923706055,342,0
0.035457611083984375,322,0
0.03564190864562988,342,0
0.035854339599609375,322,0
0.036012887954711914,342,0
0.03624916076660156,322,0
0.038251399993896484,342,0
0.03965950012207031,322,0
0.04021930694580078,342,0
0.04186725616455078,322,0
0.04234814643859863,342,0
0.04253101348876953,322,0
0.042717933654785156,342,0
0.042861223220825195,322,0
0.04300379753112793,342,0
0.04313182830810547,322,0
0.043317556381225586,342,0
0.043454885482788086,322,0
0.04362630844116211,342,0
0.043762922286987305,322,0
0.04391789436340332,342,0
0.04404759407043457,322,0
0.04423832893371582,342,0
0.04436182975769043,322,0
0.04453110694885254,342,0
0.04467320442199707,322,0
0.04486346244812012,342,0
0.045018672943115234,322,0
0.04541945457458496,342,0
0.04563474655151367,322,0
0.04588961601257324,342,0
0.04603743553161621,322,0
0.0462186336517334,342,0
0.04637718200683594,322,0
0.04654693603515625,342,0
0.046683549880981445,322,0
0.04686260223388672,342,0
0.047025203704833984,322,0
0.047196149826049805,342,0
0.047313690185546875,322,0
0.04749751091003418,342,0
0.04761791229248047,322,0
0.04780173301696777,342,0
0.04791069030761719,322,0
0.048096656799316406,342,0
0.04830789566040039,322,0
0.0485081672668457,342,0
0.04874920845031738,322,0
0.049129486083984375,342,0
0.04932045936584473,322,0
0.049552202224731445,342,0
0.04972958564758301,322,0
0.050000667572021484,342,0
0.050504446029663086,322,0
0.05075526237487793,342,0
0.05095171928405762,322,0
0.05114865303039551,342,0
0.051319122314453125,322,0
0.051493167877197266,342,0
0.05165719985961914,322,0
0.051830291748046875,342,0
0.05198502540588379,322,0
0.05218505859375,342,0
0.05234885215759277,322,0
0.052544593811035156,342,0
0.052658796310424805,322,0
0.05339765548706055,342,0
0.05518364906311035,322,0
0.05900764465332031,342,0
0.059261322021484375,322,0
0.0594940185546875,342,0
0.05964970588684082,322,0
0.05987691879272461,342,0
0.060010433197021484,322,0
0.06021428108215332,342,0
0.06032824516296387,322,0
0.06051135063171387,342,0
0.06064581871032715,322,0
0.060831546783447266,342,0
0.060941457748413086,322,0
0.06116080284118652,342,0
0.06126236915588379,322,0
0.061470746994018555,342,0
0.061605215072631836,322,0
0.0617825984954834,342,0
0.061907291412353516,322,0
0.06210207939147949,342,0
0.06227755546569824,322,0
0.06243610382080078,342,0
0.0625925064086914,322,0
0.06279349327087402,342,0
0.06293654441833496,322,0
0.06310915946960449,342,0
0.06325769424438477,322,0
0.06340622901916504,342,0
0.06353616714477539,322,0
0.06373214721679688,342,0
0.06385350227355957,322,0
0.06400632858276367,342,0
0.06411862373352051,322,0
0.06429266929626465,342,0
0.06443119049072266,322,0
0.06465315818786621,342,0
0.0649569034576416,322,0
0.06585478782653809,342,0
0.06603026390075684,322,0
0.0664064884185791,342,0
0.06659746170043945,322,0
0.06678891181945801,342,0
0.0669412612915039,322,0
0.06725025177001953,342,0
0.06746983528137207,322,0
0.06771206855773926,342,0
0.06785988807678223,322,0
0.06804776191711426,342,0
0.06820845603942871,322,0
0.06836485862731934,342,0
0.06849503517150879,322,0
0.06866765022277832,342,0
0.06880569458007812,322,0
0.06894898414611816,342,0
0.06908941268920898,322,0
0.06925439834594727,342,0
0.0693960189819336,322,0
0.06954336166381836,342,0
0.07520246505737305,322,0
0.07575130462646484,342,0
0.07598590850830078,322,0
0.07613825798034668,342,0
0.07624697685241699,322,0
0.07656216621398926,342,0
0.07675981521606445,322,0
0.07698845863342285,342,0
0.07718038558959961,322,0
0.07741165161132812,342,0
0.07755017280578613,322,0
0.07775163650512695,342,0
0.07791686058044434,322,0
0.0780951976776123,342,0
0.0782310962677002,322,0
0.07837820053100586,342,0
0.0784902572631836,322,0
0.07866072654724121,342,0
0.07882189750671387,322,0
0.07937955856323242,342,0
0.07956504821777344,322,0
0.07987022399902344,342,0
0.08005690574645996,322,0
0.08024883270263672,342,0
0.08040094375610352,322,0
0.0805661678314209,342,0
0.0807046890258789,322,0
0.08091068267822266,342,0
0.08106732368469238,322,0
0.08153533935546875,342,0
0.08192133903503418,322,0
0.08210587501525879,342,0
0.08229589462280273,322,0
0.0824894905090332,342,0
0.08263850212097168,322,0
0.08282637596130371,342,0
0.08301162719726562,322,0
0.08318901062011719,342,0
0.0833284854888916,322,0
0.0835108757019043,342,0
0.08366608619689941,322,0
0.0838468074798584,342,0
0.08416318893432617,322,0
0.08458352088928223,342,0
0.0847463607788086,322,0
0.08500313758850098,342,0
0.08516907691955566,322,0
0.08535146713256836,342,0
0.08548998832702637,322,0
0.08563542366027832,342,0
0.0857844352722168,322,0
0.08594751358032227,342,0
0.08612322807312012,322,0
0.08665919303894043,342,0
0.08731627464294434,322,0
0.09205007553100586,342,0
0.09255504608154297,322,0
0.09293031692504883,342,0
0.0931086540222168,322,0
0.09327077865600586,342,0
0.09341835975646973,322,0
0.09357261657714844,342,0
0.09369659423828125,322,0
0.0939173698425293,342,0
0.09402799606323242,322,0
0.09419035911560059,342,0
0.09433388710021973,322,0
0.09448099136352539,342,0
0.0946037769317627,322,0
0.09484577178955078,342,0
0.0950005054473877,322,0
0.09513497352600098,342,0
0.09528446197509766,322,0
0.0955345630645752,342,0
0.09565353393554688,322,0
0.0958709716796875,342,0
0.09599924087524414,322,0
0.09618711471557617,342,0
0.09633970260620117,322,0
0.09654426574707031,342,0
0.09668755531311035,322,0
0.09685134887695312,342,0
0.09696578979492188,322,0
0.09715008735656738,342,0
0.09730029106140137,322,0
0.09745240211486816,342,0
0.09757280349731445,322,0
0.09775519371032715,342,0
0.09797430038452148,322,0
0.09823369979858398,342,0
0.09839248657226562,322,0
0.09863519668579102,342,0
0.09889817237854004,322,0
0.09914469718933105,342,0
0.09928226470947266,322,0
0.09949135780334473,342,0
0.09987354278564453,322,0
0.10028958320617676,342,0
0.10048341751098633,322,0
0.10073423385620117,342,0
0.1009359359741211,322,0
0.1011514663696289,342,0
0.10128068923950195,322,0
0.1014564037322998,342,0
0.10160994529724121,322,0
0.1017460823059082,342,0
0.10185790061950684,322,0
0.10199475288391113,342,0
0.10214924812316895,322,0
0.10229182243347168,342,0
0.10241961479187012,322,0
0.10280013084411621,342,0
0.10415005683898926,322,0
0.10666418075561523,342,0
0.11199736595153809,322,0
0.11229324340820312,342,0
0.11264157295227051,322,0
0.1129755973815918,342,0
0.11310434341430664,322,0
0.11331534385681152,342,0
0.11353087425231934,322,0
0.11380171775817871,342,0
0.1139371395111084,322,0
0.11475849151611328,342,0
0.11618351936340332,322,0
0.11862349510192871,342,0
0.11881470680236816,322,0
0.1190643310546875,342,0
0.11925816535949707,322,0
0.11952424049377441,342,0
0.12033700942993164,322,0
0.1274125576019287,342,0
0.12763690948486328,322,0
0.1278519630432129,342,0
0.1280815601348877,322,0
0.12827610969543457,342,0
0.12845420837402344,322,0
0.12862038612365723,342,0
0.12876319885253906,322,0
0.12890911102294922,342,0
0.12904953956604004,322,0
0.12921547889709473,342,0
0.12932682037353516,322,0
0.12946343421936035,342,0
0.1295936107635498,322,0
0.12973713874816895,342,0
